Date,Chain,Postcode,Category,Total Units,Total cost per unit,Prices,,
01/05/2017,Adidas,6450,Mens,20,3.05,2.50,,
01/05/2017,Adidas,3136,Accessories,4,3.99,1.25,,
01/05/2017,Adidas,6112,Kids,5,4.99,2.80,,
01/05/2017,Nike,2560,Kids,2,7.99,2.50,,
01/05/2017,Nike,3199,Equipment,2,5.99,0.50,,
01/05/2017,Adidas,4305,Womens,2,12.99,7.50,,
01/05/2017,Nike,3199,Womens,9,6.22,5.00,,
01/05/2017,Adidas,2539,Womens,5,5.00,2.80,,
01/05/2017,Adidas,4740,Home,6,4.49,2.64,,
01/05/2017,Adidas,5082,Home,18,3.94,3.32,,
01/05/2017,Nike,4215,Juniors,2,8.49,2.90,,
01/05/2017,Nike,2617,Mens,22,2.23,1.71,,
01/05/2017,Nike,4509,Accessories,9,2.44,1.17,,
01/05/2017,Nike,4215,Accessories,5,4.59,2.30,,
01/05/2017,Adidas,3429,Juniors,9,8.22,6.94,,
01/05/2017,Nike,2015,Kids,23,1.00,0.50,,
01/05/2017,Nike,2101,Womens,5,8.80,6.50,,
01/05/2017,Adidas,2158,Kids,9,4.56,3.28,,
01/05/2017,Nike,4053,Groceries,58,0.49,0.29,,
01/05/2017,Nike,4215,Accessories,3,5.99,2.11,,
01/05/2017,Adidas,2131,Mens,6,3.99,2.02,,
01/05/2017,Nike,4558,Accessories,3,5.99,2.03,,
01/05/2017,Nike,4053,Accessories,11,2.26,1.18,,
01/05/2017,Adidas,3931,Home,14,2.13,1.28,,
01/05/2017,Nike,3353,Shoes,5,4.71,2.32,,
01/05/2017,Nike,2480,Kids,4,5.49,2.50,,
01/05/2017,Nike,3066,Juniors,4,3.99,1.00,,
01/05/2017,Nike,3551,Hosiery,4,5.99,3.00,,
01/05/2017,Nike,4551,Hosiery,4,5.99,3.00,,
01/05/2017,Adidas,5343,Shoes,4,5.99,3.00,,
01/05/2017,Nike,2617,Mens,3,4.99,1.00,,
01/05/2017,Nike,3066,Kids,3,6.99,3.00,,
01/05/2017,Adidas,4305,Mens,3,7.99,4.00,,
01/05/2017,Adidas,5168,Home,3,7.99,4.00,,
01/05/2017,Nike,3148,Mens,2,9.99,4.00,,
01/05/2017,Adidas,4680,Womens,2,9.99,4.00,,
01/05/2017,Nike,2101,Juniors,2,16.00,10.01,,
01/05/2017,Nike,3148,Kids,1,16.99,5.00,,
01/05/2017,Nike,2031,Accessories,8,2.00,0.50,,
01/05/2017,Nike,2067,Kids,8,3.00,1.50,,
01/05/2017,Adidas,3030,Equipment,8,2.50,1.00,,
01/05/2017,Adidas,6109,Kids,6,2.50,0.50,,
01/05/2017,Nike,4558,Equipment,2,7.99,1.96,,
01/05/2017,Nike,2560,Juniors,7,3.99,2.25,,
01/05/2017,Adidas,5607,Mens,24,2.88,2.37,,
01/05/2017,Nike,2020,Kids,9,2.88,1.51,,
01/05/2017,Nike,2541,Juniors,39,3.89,3.57,,
01/05/2017,Adidas,2750,Home,10,3.09,1.85,,
01/05/2017,Adidas,4703,Mens,13,3.85,2.90,,
01/05/2017,Adidas,3977,Kids,5,4.99,2.50,,
01/05/2017,Nike,6530,Juniors,5,3.99,1.50,,
01/05/2017,Adidas,2141,Womens,8,5.00,3.44,,
01/05/2017,Adidas,3977,Home,2,14.99,8.75,,
01/05/2017,Nike,3550,Accessories,16,1.12,0.34,,
01/05/2017,Nike,2020,Juniors,10,2.00,0.75,,
01/05/2017,Nike,2154,Juniors,5,4.00,1.50,,
01/05/2017,Adidas,4870,Womens,4,7.24,4.11,,
01/05/2017,Adidas,4220,Hosiery,32,3.47,3.08,,
01/05/2017,Nike,2020,Groceries,24,1.71,1.18,,
01/05/2017,Nike,2067,Kids,22,2.18,1.59,,
01/05/2017,Adidas,3931,Juniors,39,4.56,4.23,,
01/05/2017,Adidas,6725,Juniors,7,6.85,5.00,,
01/05/2017,Adidas,2790,Kids,6,3.50,1.34,,
01/05/2017,Nike,4215,Home,2,14.99,8.50,,
01/05/2017,Nike,6280,Mens,1,14.99,2.00,,
01/05/2017,Nike,3148,Juniors,37,1.99,1.64,,
01/05/2017,Nike,3076,Kids,93,2.10,1.96,,
01/05/2017,Nike,3353,Kids,12,4.74,3.63,,
01/05/2017,Nike,4558,Accessories,16,1.68,0.85,,
01/05/2017,Adidas,3131,Home,9,3.55,2.07,,
01/05/2017,Nike,2116,Juniors,9,2.99,1.50,,
01/05/2017,Nike,2350,Groceries,18,5.00,4.26,,
01/05/2017,Nike,2350,Kids,43,2.83,2.52,,
01/05/2017,Adidas,5343,Home,6,4.99,2.75,,
01/05/2017,Nike,2116,Womens,3,9.99,5.50,,
01/05/2017,Nike,2154,Womens,3,9.99,5.50,,
01/05/2017,Adidas,3280,Kids,3,7.99,3.50,,
01/05/2017,Adidas,3915,Womens,3,9.99,5.50,,
01/05/2017,Adidas,3977,Womens,3,9.99,5.50,,
01/05/2017,Nike,4119,Womens,3,9.99,5.50,,
01/05/2017,Nike,4551,Womens,3,9.99,5.50,,
01/05/2017,Adidas,4703,Mens,3,9.99,5.50,,
01/05/2017,Adidas,4883,Mens,3,9.99,5.50,,
01/05/2017,Adidas,6112,Womens,3,9.99,5.50,,
01/05/2017,Adidas,7018,Womens,3,9.99,5.50,,
01/05/2017,Nike,2830,Womens,3,6.99,2.50,,
01/05/2017,Adidas,6027,Juniors,14,9.18,8.21,,
01/05/2017,Adidas,3931,Accessories,5,3.99,1.25,,
01/05/2017,Adidas,4305,Accessories,5,3.99,1.25,,
01/05/2017,Adidas,3179,Womens,3,12.99,8.42,,
01/05/2017,Adidas,6109,Juniors,27,4.81,4.30,,
01/05/2017,Nike,2480,Shoes,4,5.49,2.04,,
01/05/2017,Nike,2350,Groceries,36,1.28,0.89,,
01/05/2017,Adidas,2478,Juniors,43,6.30,5.98,,
01/05/2017,Nike,2560,Hosiery,8,3.99,2.25,,
01/05/2017,Nike,4119,Groceries,71,0.49,0.29,,
01/05/2017,Adidas,4566,Mens,5,5.99,3.20,,
01/05/2017,Nike,2350,Home,23,2.37,1.76,,
01/05/2017,Nike,2020,Mens,2,12.99,6.00,,
01/05/2017,Nike,2560,Accessories,3,5.33,0.67,,
01/05/2017,Adidas,6109,Mens,2,12.99,6.00,,
01/05/2017,Adidas,2120,Juniors,19,8.32,7.58,,
01/05/2017,Adidas,6030,Kids,7,2.50,0.50,,
01/05/2017,Adidas,870,Womens,19,2.58,1.84,,
01/05/2017,Nike,6530,Womens,6,3.99,1.65,,
01/05/2017,Adidas,3500,Mens,5,5.59,2.77,,
01/05/2017,Nike,4068,Kids,162,2.07,1.98,,
01/05/2017,Nike,2795,Groceries,19,4.73,3.98,,
01/05/2017,Nike,3018,Juniors,8,2.37,0.60,,
01/05/2017,Nike,2541,Accessories,3,7.99,3.25,,
01/05/2017,Adidas,3179,Accessories,3,7.99,3.25,,
01/05/2017,Adidas,4740,Accessories,3,7.99,3.25,,
01/05/2017,Adidas,7250,Womens,3,9.99,5.25,,
01/05/2017,Adidas,5169,Home,18,1.99,1.20,,
01/05/2017,Nike,4119,Equipment,7,4.42,2.38,,
01/05/2017,Nike,6530,Kids,6,2.99,0.60,,
01/05/2017,Adidas,7018,Juniors,19,6.68,5.93,,
01/05/2017,Adidas,2485,Womens,14,3.88,2.85,,
01/05/2017,Adidas,4870,Mens,5,4.39,1.50,,
01/05/2017,Adidas,3630,Home,8,4.20,2.39,,
01/05/2017,Nike,2800,Groceries,73,0.49,0.29,,
01/05/2017,Nike,3066,Juniors,10,2.96,1.50,,
01/05/2017,Nike,3551,Groceries,26,1.98,1.42,,
01/05/2017,Nike,4053,Mens,4,4.49,0.81,,
01/05/2017,Adidas,4012,Womens,2,19.99,12.60,,
01/05/2017,Adidas,870,Juniors,24,4.00,3.38,,
01/05/2017,Nike,2560,Accessories,14,2.06,1.00,,
01/05/2017,Nike,4053,Equipment,10,2.99,1.50,,
01/05/2017,Nike,2031,Groceries,90,0.51,0.34,,
01/05/2017,Nike,4068,Juniors,10,4.79,3.30,,
01/05/2017,Nike,2560,Womens,6,3.99,1.50,,
01/05/2017,Adidas,3915,Juniors,28,4.68,4.15,,
01/05/2017,Adidas,4883,Juniors,26,4.04,3.47,,
01/05/2017,Nike,2800,Womens,4,9.49,5.75,,
01/05/2017,Adidas,2158,Womens,4,7.99,4.25,,
01/05/2017,Adidas,5082,Womens,4,7.99,4.25,,
01/05/2017,Adidas,2120,Womens,3,9.99,5.00,,
01/05/2017,Adidas,2750,Home,3,9.99,5.00,,
01/05/2017,Adidas,2790,Womens,3,9.99,5.00,,
01/05/2017,Nike,3076,Groceries,36,1.46,1.04,,
01/05/2017,Nike,4119,Mens,5,4.99,1.96,,
01/05/2017,Nike,4509,Groceries,86,0.49,0.31,,
01/05/2017,Adidas,3134,Hosiery,36,3.08,2.65,,
01/05/2017,Adidas,7018,Kids,11,4.45,3.05,,
01/05/2017,Adidas,2131,Womens,18,3.76,2.90,,
01/05/2017,Adidas,3179,Womens,4,4.99,1.10,,
01/05/2017,Nike,2031,Shoes,9,2.99,1.25,,
01/05/2017,Nike,3550,Shoes,9,2.99,1.25,,
01/05/2017,Nike,4558,Hosiery,9,3.99,2.25,,
01/05/2017,Nike,6330,Groceries,9,5.99,4.25,,
01/05/2017,Adidas,3136,Womens,9,5.00,3.25,,
01/05/2017,Adidas,3280,Mens,4,5.84,1.89,,
01/05/2017,Nike,6280,Home,5,7.59,4.43,,
01/05/2017,Nike,2795,Accessories,9,3.77,2.01,,
01/05/2017,Nike,2560,Juniors,4,7.99,4.00,,
01/05/2017,Nike,3148,Juniors,4,5.99,2.00,,
01/05/2017,Adidas,5082,Juniors,4,7.99,4.00,,
01/05/2017,Adidas,6725,Home,4,7.99,4.00,,
01/05/2017,Adidas,7010,Home,4,7.99,4.00,,
01/05/2017,Adidas,4566,Juniors,3,10.66,5.33,,
01/05/2017,Nike,3018,Womens,4,10.50,6.50,,
01/05/2017,Adidas,4220,Kids,16,3.50,2.50,,
01/05/2017,Adidas,5168,Womens,8,5.37,3.37,,
01/05/2017,Nike,2830,Accessories,11,3.53,2.07,,
01/05/2017,Nike,3353,Womens,24,4.71,4.04,,
01/05/2017,Adidas,3136,Home,20,2.04,1.23,,
01/05/2017,Adidas,6027,Mens,4,5.99,1.89,,
01/05/2017,Nike,4053,Juniors,19,3.84,2.97,,
01/05/2017,Nike,2154,Kids,3,7.99,2.50,,
01/05/2017,Adidas,3630,Womens,3,9.99,4.50,,
01/05/2017,Nike,2541,Mens,11,3.59,2.09,,
01/05/2017,Adidas,2485,Womens,10,4.80,3.14,,
01/05/2017,Adidas,4305,Juniors,44,6.50,6.12,,
01/05/2017,Adidas,6030,Home,10,4.79,3.10,,
01/05/2017,Adidas,4802,Mens,5,5.59,2.21,,
01/05/2017,Adidas,4703,Juniors,5,13.59,10.20,,
01/05/2017,Adidas,6010,Hosiery,10,4.74,3.04,,
01/05/2017,Adidas,3429,Womens,17,4.88,3.88,,
01/05/2017,Adidas,3931,Womens,3,12.99,7.29,,
01/05/2017,Adidas,2120,Womens,16,5.00,3.93,,
01/05/2017,Adidas,2141,Home,11,3.63,2.07,,
01/05/2017,Adidas,7250,Home,11,3.63,2.07,,
01/05/2017,Adidas,4655,Womens,20,3.70,2.83,,
01/05/2017,Adidas,4655,Womens,7,4.99,2.50,,
01/05/2017,Nike,6530,Groceries,7,7.99,5.50,,
01/05/2017,Adidas,2609,Womens,12,4.66,3.21,,
01/05/2017,Adidas,3030,Juniors,8,5.87,3.69,,
01/05/2017,Nike,4068,Equipment,5,6.99,3.50,,
01/05/2017,Adidas,4802,Mens,4,6.99,2.63,,
01/05/2017,Nike,2020,Accessories,2,19.99,11.25,,
01/05/2017,Nike,3175,Juniors,14,2.00,0.75,,
01/05/2017,Nike,2800,Accessories,16,2.99,1.89,,
01/05/2017,Nike,6280,Womens,3,7.66,1.75,,
01/05/2017,Nike,2560,Shoes,18,2.99,2.00,,
01/05/2017,Adidas,2790,Juniors,12,2.99,1.50,,
01/05/2017,Adidas,4870,Shoes,12,2.99,1.50,,
01/05/2017,Adidas,6010,Shoes,12,2.99,1.50,,
01/05/2017,Adidas,3131,Mens,9,2.99,1.00,,
01/05/2017,Nike,6280,Kids,9,3.99,2.00,,
01/05/2017,Adidas,2131,Juniors,6,7.99,5.00,,
01/05/2017,Adidas,3977,Juniors,6,7.99,5.00,,
01/05/2017,Nike,2480,Womens,4,5.99,1.50,,
01/05/2017,Adidas,2485,Mens,4,9.99,5.50,,
01/05/2017,Nike,3175,Womens,4,9.99,5.50,,
01/05/2017,Adidas,6112,Mens,4,9.99,5.50,,
01/05/2017,Adidas,2478,Mens,3,9.99,4.00,,
01/05/2017,Adidas,6112,Womens,3,12.99,7.00,,
01/05/2017,Adidas,5043,Shoes,2,18.99,10.00,,
01/05/2017,Adidas,5290,Shoes,2,18.99,10.00,,
01/05/2017,Nike,3550,Kids,9,2.50,0.50,,
01/05/2017,Adidas,5343,Equipment,12,2.50,1.00,,
01/05/2017,Adidas,7320,Womens,9,4.00,2.00,,
01/05/2017,Nike,2154,Mens,19,3.05,2.10,,
01/05/2017,Nike,2067,Groceries,44,1.36,0.95,,
01/05/2017,Nike,2795,Groceries,57,1.02,0.70,,
01/05/2017,Adidas,4012,Accessories,4,7.79,3.25,,
01/05/2017,Adidas,6027,Womens,8,5.87,3.60,,
01/05/2017,Nike,2031,Groceries,41,1.61,1.16,,
01/05/2017,Adidas,870,Hosiery,11,5.09,3.42,,
01/05/2017,Nike,4558,Equipment,7,3.50,0.86,,
01/05/2017,Nike,2795,Shoes,31,2.17,1.57,,
01/05/2017,Adidas,2120,Home,15,1.99,0.75,,
01/05/2017,Adidas,3280,Home,15,1.99,0.75,,
01/05/2017,Nike,4551,Womens,3,7.99,1.75,,
01/05/2017,Adidas,4870,Home,13,3.45,2.01,,
01/05/2017,Adidas,3280,Mens,20,2.80,1.86,,
01/05/2017,Nike,2617,Womens,34,4.87,4.32,,
01/05/2017,Nike,3076,Kids,75,2.08,1.83,,
01/05/2017,Adidas,2064,Womens,18,3.00,1.95,,
01/05/2017,Nike,2350,Juniors,6,5.16,2.00,,
01/05/2017,Nike,2101,Accessories,4,7.99,3.25,,
01/05/2017,Adidas,2609,Accessories,4,7.99,3.25,,
01/05/2017,Nike,3066,Accessories,4,7.99,3.25,,
01/05/2017,Adidas,3690,Womens,4,9.99,5.25,,
01/05/2017,Nike,4551,Equipment,10,2.85,0.95,,
01/05/2017,Nike,2015,Womens,16,5.31,4.12,,
01/05/2017,Nike,2800,Kids,15,3.16,1.89,,
01/05/2017,Nike,3148,Hosiery,11,3.99,2.25,,
01/05/2017,Adidas,2539,Womens,10,5.30,3.38,,
01/05/2017,Adidas,3690,Womens,12,5.00,3.40,,
01/05/2017,Nike,4509,Juniors,13,2.99,1.50,,
01/05/2017,Nike,2101,Accessories,13,2.61,1.12,,
01/05/2017,Nike,3076,Accessories,9,3.44,1.25,,
01/05/2017,Adidas,2485,Mens,6,5.33,2.03,,
01/05/2017,Nike,2350,Shoes,5,5.99,2.03,,
01/05/2017,Nike,3551,Mens,6,5.33,2.03,,
01/05/2017,Adidas,2750,Mens,10,2.99,1.00,,
01/05/2017,Nike,3551,Groceries,8,7.99,5.50,,
01/05/2017,Nike,4119,Accessories,8,4.62,2.13,,
01/05/2017,Nike,2067,Juniors,5,7.99,4.00,,
01/05/2017,Adidas,3500,Juniors,5,7.99,4.00,,
01/05/2017,Adidas,4305,Juniors,20,4.60,3.60,,
01/05/2017,Adidas,3500,Juniors,4,7.99,3.00,,
01/05/2017,Adidas,6052,Womens,4,9.99,5.00,,
01/05/2017,Nike,6280,Juniors,4,9.99,5.00,,
01/05/2017,Nike,4215,Groceries,113,1.09,0.91,,
01/05/2017,Nike,2800,Kids,69,2.78,2.49,,
01/05/2017,Adidas,5343,Hosiery,9,5.10,2.84,,
01/05/2017,Nike,2350,Equipment,11,3.81,1.96,,
01/05/2017,Nike,2480,Womens,10,3.69,1.65,,
01/05/2017,Nike,4509,Womens,10,4.53,2.48,,
01/05/2017,Adidas,7250,Mens,27,1.85,1.09,,
01/05/2017,Adidas,2750,Mens,5,5.99,1.89,,
01/05/2017,Nike,2031,Kids,117,2.85,2.67,,
01/05/2017,Nike,2830,Womens,9,2.89,0.60,,
01/05/2017,Nike,4551,Accessories,29,0.97,0.26,,
01/05/2017,Nike,3199,Womens,12,2.33,0.60,,
01/05/2017,Adidas,4740,Womens,5,12.99,8.82,,
01/05/2017,Nike,3353,Hosiery,12,3.99,2.25,,
01/05/2017,Adidas,2609,Mens,7,7.99,5.00,,
01/05/2017,Nike,6530,Hosiery,7,5.99,3.00,,
01/05/2017,Nike,3076,Shoes,10,3.89,1.79,,
01/05/2017,Adidas,3500,Home,20,3.24,2.19,,
01/05/2017,Adidas,4870,Home,18,3.38,2.21,,
01/05/2017,Nike,6330,Home,5,9.39,5.18,,
01/05/2017,Nike,2800,Kids,5,7.99,3.75,,
01/05/2017,Nike,2830,Kids,9,2.96,0.60,,
01/05/2017,Adidas,3977,Accessories,10,3.40,1.26,,
01/05/2017,Nike,3076,Kids,36,1.90,1.30,,
01/05/2017,Adidas,5169,Womens,12,6.00,4.21,,
01/05/2017,Nike,2795,Home,43,3.42,2.92,,
01/05/2017,Nike,2480,Groceries,38,1.98,1.41,,
01/05/2017,Nike,3018,Groceries,61,1.12,0.76,,
01/05/2017,Adidas,3030,Womens,10,6.79,4.62,,
01/05/2017,Adidas,870,Home,21,3.34,2.30,,
01/05/2017,Adidas,3915,Mens,21,3.24,2.20,,
01/05/2017,Adidas,2141,Home,15,3.39,1.94,,
01/05/2017,Adidas,6021,Hosiery,19,3.06,1.92,,
01/05/2017,Nike,2031,Kids,67,1.33,1.00,,
01/05/2017,Nike,6530,Hosiery,10,3.99,1.80,,
01/05/2017,Adidas,6725,Mens,8,5.99,3.25,,
01/05/2017,Adidas,3134,Mens,42,2.62,2.10,,
01/05/2017,Adidas,4655,Womens,4,7.99,2.50,,
01/05/2017,Adidas,4802,Womens,13,4.84,3.15,,
01/05/2017,Nike,3148,Accessories,9,4.10,1.64,,
01/05/2017,Adidas,3630,Juniors,11,6.72,4.71,,
01/05/2017,Nike,3353,Juniors,13,2.46,0.75,,
01/05/2017,Adidas,6052,Juniors,8,7.62,4.85,,
01/05/2017,Adidas,2064,Juniors,41,5.78,5.24,,
01/05/2017,Adidas,6021,Juniors,26,4.04,3.18,,
01/05/2017,Adidas,3134,Home,13,3.53,1.82,,
01/05/2017,Nike,3175,Accessories,19,3.13,1.95,,
01/05/2017,Adidas,2141,Mens,11,3.73,1.70,,
01/05/2017,Adidas,3030,Home,10,4.99,2.75,,
01/05/2017,Nike,4068,Juniors,5,9.99,5.50,,
01/05/2017,Adidas,6725,Womens,5,9.99,5.50,,
01/05/2017,Adidas,3136,Womens,5,9.99,5.50,,
01/05/2017,Nike,2020,Hosiery,13,3.99,2.25,,
01/05/2017,Adidas,2158,Hosiery,13,3.99,2.25,,
01/05/2017,Adidas,5290,Shoes,8,5.84,3.00,,
01/05/2017,Adidas,870,Mens,18,2.89,1.63,,
01/05/2017,Adidas,7010,Home,12,4.24,2.34,,
01/05/2017,Nike,2480,Womens,12,2.50,0.60,,
01/05/2017,Adidas,4700,Home,16,3.93,2.51,,
01/05/2017,Nike,6530,Shoes,7,5.28,2.02,,
01/05/2017,Nike,2795,Juniors,10,8.30,6.00,,
01/05/2017,Nike,6330,Womens,19,1.99,0.78,,
01/05/2017,Nike,4551,Juniors,9,4.55,1.99,,
01/05/2017,Nike,2617,Groceries,64,1.36,1.00,,
01/05/2017,Adidas,4870,Mens,27,2.70,1.84,,
01/05/2017,Nike,3175,Hosiery,22,2.29,1.23,,
01/05/2017,Nike,4053,Equipment,41,0.99,0.42,,
01/05/2017,Nike,4119,Kids,15,3.37,1.81,,
01/05/2017,Nike,2116,Juniors,70,2.77,2.43,,
01/05/2017,Adidas,6725,Home,20,3.06,1.88,,
01/05/2017,Adidas,6109,Kids,7,6.28,2.90,,
01/05/2017,Nike,4551,Accessories,6,5.99,2.03,,
01/05/2017,Nike,6330,Shoes,4,8.00,2.06,,
01/05/2017,Nike,3551,Home,9,6.21,3.56,,
01/05/2017,Nike,2031,Womens,9,6.48,3.83,,
01/05/2017,Nike,6530,Womens,10,2.99,0.60,,
01/05/2017,Adidas,2131,Home,6,7.99,4.00,,
01/05/2017,Nike,2650,Kids,7,6.28,2.86,,
01/05/2017,Adidas,4883,Juniors,6,7.99,4.00,,
01/05/2017,Adidas,7250,Juniors,6,7.99,4.00,,
01/05/2017,Nike,2830,Shoes,9,4.66,2.00,,
01/05/2017,Nike,3551,Womens,6,9.49,5.50,,
01/05/2017,Adidas,7010,Shoes,8,16.74,13.75,,
01/05/2017,Nike,4119,Accessories,4,6.99,1.00,,
01/05/2017,Nike,2795,Equipment,3,12.99,5.00,,
01/05/2017,Adidas,7018,Womens,14,4.82,3.10,,
01/05/2017,Adidas,3429,Womens,7,6.99,3.50,,
01/05/2017,Nike,2101,Juniors,18,2.11,0.75,,
01/05/2017,Adidas,4740,Home,20,1.98,0.75,,
01/05/2017,Nike,2800,Juniors,23,3.25,2.18,,
01/05/2017,Nike,3353,Groceries,166,0.84,0.69,,
01/05/2017,Adidas,3690,Womens,10,4.99,2.50,,
01/05/2017,Adidas,7250,Womens,10,4.99,2.50,,
01/05/2017,Nike,2617,Womens,5,9.99,5.00,,
01/05/2017,Nike,4068,Shoes,5,5.99,1.00,,
01/05/2017,Adidas,5011,Mens,5,7.99,3.00,,
01/05/2017,Adidas,5082,Mens,5,9.99,5.00,,
01/05/2017,Nike,3550,Womens,4,7.99,1.75,,
01/05/2017,Nike,3551,Accessories,25,1.28,0.28,,
01/05/2017,Nike,6280,Accessories,42,1.00,0.40,,
01/05/2017,Nike,2830,Womens,12,3.74,1.65,,
01/05/2017,Nike,2830,Hosiery,15,3.94,2.25,,
01/05/2017,Nike,3175,Juniors,17,2.99,1.50,,
01/05/2017,Nike,4053,Juniors,17,2.99,1.50,,
01/05/2017,Nike,3148,Juniors,11,3.81,1.50,,
01/05/2017,Adidas,2609,Kids,6,7.49,3.25,,
01/05/2017,Adidas,2750,Mens,14,4.35,2.53,,
01/05/2017,Nike,4509,Mens,7,5.71,2.07,,
01/05/2017,Nike,2617,Home,21,3.14,1.92,,
01/05/2017,Adidas,3630,Shoes,9,5.86,3.00,,
01/05/2017,Nike,2830,Home,10,6.31,3.73,,
01/05/2017,Nike,2830,Equipment,4,7.99,1.50,,
01/05/2017,Adidas,7320,Kids,13,2.50,0.50,,
01/05/2017,Nike,2350,Hosiery,15,3.99,2.25,,
01/05/2017,Nike,3076,Juniors,56,2.11,1.64,,
01/05/2017,Adidas,4570,Equipment,28,5.28,4.35,,
01/05/2017,Nike,2830,Mens,5,12.99,7.75,,
01/05/2017,Adidas,6112,Womens,6,10.83,6.46,,
01/05/2017,Nike,2650,Mens,7,5.86,2.11,,
01/05/2017,Adidas,4700,Womens,7,7.28,3.50,,
01/05/2017,Nike,4068,Home,39,2.20,1.52,,
01/05/2017,Adidas,3134,Kids,10,5.79,3.12,,
01/05/2017,Nike,2650,Home,14,4.90,2.99,,
01/05/2017,Adidas,870,Home,12,4.99,2.75,,
01/05/2017,Adidas,4570,Home,22,1.97,0.75,,
01/05/2017,Adidas,2120,Womens,9,5.99,3.00,,
01/05/2017,Adidas,2539,Shoes,9,5.99,3.00,,
01/05/2017,Nike,2650,Groceries,45,2.10,1.50,,
01/05/2017,Nike,2800,Womens,6,9.99,5.50,,
01/05/2017,Nike,4215,Mens,6,9.99,5.50,,
01/05/2017,Adidas,5043,Mens,6,9.99,5.50,,
01/05/2017,Adidas,7250,Kids,6,7.99,3.50,,
01/05/2017,Nike,2020,Groceries,27,3.03,2.03,,
01/05/2017,Nike,2067,Mens,15,5.80,4.00,,
01/05/2017,Adidas,2790,Mens,37,2.76,2.02,,
01/05/2017,Adidas,5011,Mens,11,3.99,1.50,,
01/05/2017,Nike,4215,Groceries,131,0.83,0.62,,
01/05/2017,Nike,6280,Kids,67,1.23,0.82,,
01/05/2017,Adidas,3280,Accessories,6,7.86,3.25,,
01/05/2017,Adidas,5168,Home,11,5.35,2.83,,
01/05/2017,Adidas,3030,Kids,11,5.00,2.48,,
01/05/2017,Nike,6280,Accessories,7,5.99,2.03,,
01/05/2017,Nike,6280,Kids,68,2.67,2.26,,
01/05/2017,Nike,2541,Home,14,6.99,5.00,,
01/05/2017,Adidas,4802,Mens,14,3.35,1.36,,
01/05/2017,Adidas,3500,Mens,7,7.99,4.00,,
01/05/2017,Adidas,4566,Mens,7,9.99,6.00,,
01/05/2017,Adidas,6010,Kids,7,7.56,3.57,,
01/05/2017,Adidas,3030,Home,24,3.70,2.54,,
01/05/2017,Adidas,4220,Home,15,4.06,2.19,,
01/05/2017,Adidas,5343,Womens,13,7.61,5.44,,
01/05/2017,Nike,2015,Home,11,6.99,4.43,,
01/05/2017,Nike,2617,Womens,10,5.59,2.75,,
01/05/2017,Adidas,3429,Accessories,6,7.99,3.25,,
01/05/2017,Adidas,4703,Womens,5,12.99,7.29,,
01/05/2017,Adidas,5607,Womens,5,12.99,7.29,,
01/05/2017,Adidas,4566,Home,13,4.95,2.75,,
01/05/2017,Nike,6530,Home,12,7.24,4.85,,
01/05/2017,Nike,4053,Hosiery,7,7.99,3.90,,
01/05/2017,Adidas,3179,Home,20,3.29,1.86,,
01/05/2017,Adidas,6027,Mens,36,2.72,1.92,,
01/05/2017,Adidas,2539,Womens,11,8.09,5.46,,
01/05/2017,Nike,3175,Groceries,118,0.72,0.47,,
01/05/2017,Nike,4215,Womens,11,5.09,2.43,,
01/05/2017,Nike,2541,Accessories,22,2.40,1.07,,
01/05/2017,Nike,3175,Kids,72,2.25,1.84,,
01/05/2017,Nike,2560,Kids,21,3.33,1.93,,
01/05/2017,Adidas,2539,Kids,13,4.84,2.56,,
01/05/2017,Nike,2101,Mens,8,5.87,2.16,,
01/05/2017,Nike,3066,Womens,7,5.99,1.75,,
01/05/2017,Nike,2560,Accessories,6,6.99,2.03,,
01/05/2017,Nike,3353,Groceries,359,0.46,0.38,,
01/05/2017,Adidas,4220,Shoes,20,2.99,1.50,,
01/05/2017,Adidas,5011,Shoes,20,2.99,1.50,,
01/05/2017,Nike,2116,Home,17,4.23,2.48,,
01/05/2017,Nike,4558,Accessories,15,2.99,1.00,,
01/05/2017,Adidas,3915,Shoes,10,4.99,2.00,,
01/05/2017,Adidas,6109,Mens,10,7.99,5.00,,
01/05/2017,Adidas,4825,Juniors,11,7.72,5.00,,
01/05/2017,Nike,2116,Womens,6,9.99,5.00,,
01/05/2017,Nike,2650,Womens,6,9.99,5.00,,
01/05/2017,Adidas,3280,Womens,6,7.99,3.00,,
01/05/2017,Adidas,3500,Mens,6,9.99,5.00,,
01/05/2017,Adidas,4870,Mens,6,7.99,3.00,,
01/05/2017,Adidas,2131,Womens,5,9.99,4.00,,
01/05/2017,Adidas,4566,Shoes,3,19.99,10.00,,
01/05/2017,Adidas,6725,Shoes,3,19.99,10.00,,
01/05/2017,Adidas,3977,Womens,10,5.90,2.88,,
01/05/2017,Nike,6330,Juniors,21,2.94,1.50,,
01/05/2017,Adidas,6109,Mens,20,3.40,1.88,,
01/05/2017,Nike,6330,Womens,4,12.99,5.38,,
01/05/2017,Nike,2101,Mens,14,4.28,2.08,,
01/05/2017,Adidas,5011,Home,19,3.88,2.25,,
01/05/2017,Adidas,6725,Womens,10,5.94,2.85,,
01/05/2017,Adidas,6725,Womens,11,5.63,2.81,,
01/05/2017,Nike,3550,Groceries,53,2.09,1.50,,
01/05/2017,Nike,6530,Womens,18,2.33,0.60,,
